date,precipitation
2008-01-01,47.13539123535156
2008-01-02,406.5504150390625
2008-01-03,160.4473876953125
2008-01-04,70.42350006103516
2008-01-05,0.7844226956367493
2008-01-06,176.45130920410156
2008-01-07,24.164278030395508
2008-01-08,38.129581451416016
2008-01-09,119.6694107055664
2008-01-10,85.10877990722656
2008-01-11,67.89314270019531
2008-01-12,54.80316925048828
2008-01-13,203.30995178222656
2008-01-14,33.34720993041992
2008-01-15,46.22025680541992
2008-01-16,39.093597412109375
2008-01-17,19.368267059326172
2008-01-18,26.7308292388916
2008-01-19,50.61113357543945
2008-01-20,169.68338012695312
2008-01-21,86.91716766357422
2008-01-22,79.05301666259766
2008-01-23,1.7623506784439087
2008-01-24,3.0610015392303467
2008-01-25,6.466541767120361
2008-01-26,0.7503794431686401
2008-01-27,0.6122927069664001
2008-01-28,0.0
2008-01-29,0.6777361631393433
2008-01-30,27.756866455078125
2008-01-31,1.0833861827850342
2008-02-01,0.475715309381485
2008-02-02,8.012565612792969
2008-02-03,8.20054817199707
2008-02-04,0.0
2008-02-05,0.6539149880409241
2008-02-06,0.0
2008-02-07,9.775052070617676
2008-02-08,10.520848274230957
2008-02-09,2.953709363937378
2008-02-10,32.272891998291016
2008-02-11,165.59255981445312
2008-02-12,162.77442932128906
2008-02-13,32.7343635559082
2008-02-14,192.8054962158203
2008-02-15,23.56007957458496
2008-02-16,105.40243530273438
2008-02-17,150.72579956054688
2008-02-18,88.6637954711914
2008-02-19,20.014341354370117
2008-02-20,173.9646453857422
2008-02-21,2.4066901206970215
2008-02-22,0.7462478876113892
2008-02-23,19.90201187133789
2008-02-24,26.12708282470703
2008-02-25,47.764278411865234
2008-02-26,18.664138793945312
2008-02-27,2.075896978378296
2008-02-28,23.365161895751953
2008-02-29,0.0
2008-03-01,13.924958229064941
2008-03-02,92.8110580444336
2008-03-03,26.778261184692383
2008-03-04,27.79990005493164
2008-03-05,151.6619873046875
2008-03-06,313.9925842285156
2008-03-07,37.75090789794922
2008-03-08,31.590410232543945
2008-03-09,11.740235328674316
2008-03-10,39.87063217163086
2008-03-11,4.019918918609619
2008-03-12,58.74659729003906
2008-03-13,31.215076446533203
2008-03-14,22.283681869506836
2008-03-15,34.003421783447266
2008-03-16,11.907776832580566
2008-03-17,47.25886535644531
2008-03-18,2.615623712539673
2008-03-19,108.24961853027344
2008-03-20,5.161555290222168
2008-03-21,28.237642288208008
2008-03-22,22.12758445739746
2008-03-23,0.0
2008-03-24,21.707130432128906
2008-03-25,0.9944639205932617
2008-03-26,4.297213554382324
2008-03-27,0.49707508087158203
2008-03-28,15.411762237548828
2008-03-29,6.5562543869018555
2008-03-30,0.0
2008-03-31,0.0
2008-04-01,35.71812438964844
2008-04-02,25.641807556152344
2008-04-03,25.318017959594727
2008-04-04,2.3079581260681152
2008-04-05,4.170599460601807
2008-04-06,20.379228591918945
2008-04-07,10.88941478729248
2008-04-08,14.51848030090332
2008-04-09,0.8065829873085022
2008-04-10,0.0
2008-04-11,8.46428108215332
2008-04-12,8.770007133483887
2008-04-13,219.39877319335938
2008-04-14,99.86701965332031
2008-04-15,9.348952293395996
2008-04-16,22.400846481323242
2008-04-17,16.888700485229492
2008-04-18,23.14553451538086
2008-04-19,0.9266413450241089
2008-04-20,0.0
2008-04-21,42.70822525024414
2008-04-22,5.523806095123291
2008-04-23,61.641326904296875
2008-04-24,14.466469764709473
2008-04-25,151.02920532226562
2008-04-26,249.4105224609375
2008-04-27,46.86578369140625
2008-04-28,91.41129302978516
2008-04-29,99.14022064208984
2008-04-30,9.071824073791504
2008-05-01,48.18909454345703
2008-05-02,220.62538146972656
2008-05-03,71.51829528808594
2008-05-04,0.0
2008-05-05,0.0
2008-05-06,34.33125305175781
2008-05-07,110.37642669677734
2008-05-08,291.9891357421875
2008-05-09,68.24771118164062
2008-05-10,98.64627838134766
2008-05-11,80.49388122558594
2008-05-12,69.23030853271484
2008-05-13,6.960041046142578
2008-05-14,5.147672176361084
2008-05-15,0.0
2008-05-16,9.547966957092285
2008-05-17,0.4359208941459656
2008-05-18,6.215091228485107
2008-05-19,3.37955904006958
2008-05-20,0.0
2008-05-21,62.24138259887695
2008-05-22,10.222197532653809
2008-05-23,1.0693978071212769
2008-05-24,19.091733932495117
2008-05-25,1.423530101776123
2008-05-26,1.148303508758545
2008-05-27,54.861637115478516
2008-05-28,125.73965454101562
2008-05-29,0.0
2008-05-30,18.9124813079834
2008-05-31,23.765592575073242
2008-06-01,2.11452054977417
2008-06-02,36.806236267089844
2008-06-03,27.606233596801758
2008-06-04,37.3090705871582
2008-06-05,46.31657791137695
2008-06-06,34.92321014404297
2008-06-07,27.5120906829834
2008-06-08,27.511051177978516
2008-06-09,44.38518142700195
2008-06-10,34.147789001464844
2008-06-11,94.37401580810547
2008-06-12,316.0603332519531
2008-06-13,22.997570037841797
2008-06-14,0.0
2008-06-15,48.46315002441406
2008-06-16,99.50627899169922
2008-06-17,35.17155456542969
2008-06-18,69.20819854736328
2008-06-19,286.2264404296875
2008-06-20,235.7571563720703
2008-06-21,70.16092681884766
2008-06-22,21.02349853515625
2008-06-23,11.193222999572754
2008-06-24,3.5138819217681885
2008-06-25,211.8686981201172
2008-06-26,2.7371466159820557
2008-06-27,75.20819091796875
2008-06-28,59.673526763916016
2008-06-29,446.76483154296875
2008-06-30,32.4971809387207
2008-07-01,74.97332000732422
2008-07-02,74.5719223022461
2008-07-03,219.373046875
2008-07-04,46.05739974975586
2008-07-05,37.95392990112305
2008-07-06,56.64723205566406
